Beginning Fiscal Year,Ending Fiscal Year,County,School District, Amount of Aid 
2019,2020,Ulster,Marlboro,2674119.22
2019,2020,Ulster,New Paltz,2388016.47
2019,2020,Ulster,Onteora,322117.35
2019,2020,Ulster,Rondout Valley,2098606.72
2019,2020,Ulster,Saugerties,3604887.08
2019,2020,Ulster,Wallkill,4659157.38
2019,2020,Ulster,West Park Ufsd,0.00
2019,2020,Warren,Bolton,30514.41
2019,2020,Warren,Glens Falls,3053274.70
2019,2020,Warren,Glens Falls Common,225170.11
2019,2020,Warren,Hadley-Luzerne,473295.10
2019,2020,Warren,Johnsburg,135636.67
2019,2020,Warren,Lake George,64365.16
2019,2020,Warren,North Warren,163470.34
2019,2020,Warren,Queensbury,4539674.41
2019,2020,Warren,Warrensburg,1101664.37
2019,2020,Washington,Argyle,873977.73
2019,2020,Washington,Cambridge,1409288.17
2019,2020,Washington,Fort Ann,632798.20
2019,2020,Washington,Fort Edward,918071.07
2019,2020,Washington,Granville,2143421.35
2019,2020,Washington,Greenwich,1459933.28
2019,2020,Washington,Hartford,873749.79
2019,2020,Washington,Hudson Falls,4441449.83
2019,2020,Washington,Putnam Central,19663.14
2019,2020,Washington,Salem,919025.03
2019,2020,Washington,Whitehall,1186749.28
2019,2020,Wayne,Clyde-Savannah,1713704.02
2019,2020,Wayne,Gananda,1861183.54
2019,2020,Wayne,Lyons,2063252.62
2019,2020,Wayne,Marion,1481186.06
2019,2020,Wayne,Newark,4450463.25
2019,2020,Wayne,North Rose Wolcott,2154799.04
2019,2020,Wayne,Palmyra Macedon,3324995.00
2019,2020,Wayne,Red Creek,1923191.06
2019,2020,Wayne,Sodus,2033865.52
2019,2020,Wayne,Wayne,3150741.32
2019,2020,Wayne,Williamson,1814135.33
2019,2020,Westchester,Ardsley,1247112.64
2019,2020,Westchester,Bedford,272589.48
2019,2020,Westchester,Blind Brook,123522.85
2019,2020,Westchester,Briarcliff Manor,394890.41
2019,2020,Westchester,Bronxville,94067.54
2019,2020,Westchester,Byram Hills,142658.79
2019,2020,Westchester,Chappaqua,1105103.21
2019,2020,Westchester,Croton Harmon,837215.09
2019,2020,Westchester,Dobbs Ferry,1040709.95
2019,2020,Westchester,Eastchester,1178218.63
2019,2020,Westchester,Edgemont,601131.49
2019,2020,Westchester,Elmsford,256140.18
2019,2020,Westchester,Greenburgh,164391.60
2019,2020,Westchester,Harrison,180714.50
2019,2020,Westchester,Hastings On Hudson,980472.55
2019,2020,Westchester,Hendrick Hudson,237063.83
2019,2020,Westchester,Irvington,151179.08
2019,2020,Westchester,Katonah Lewisboro,234535.81
2019,2020,Westchester,Lakeland,6766264.18
2019,2020,Westchester,Mamaroneck,300327.41
2019,2020,Westchester,Mount Pleasant,547799.55
2019,2020,Westchester,Mount Vernon,14010414.39
2019,2020,Westchester,New Rochelle,10471413.95
2019,2020,Westchester,North Salem,86702.60
2019,2020,Westchester,Ossining,5155049.63
2019,2020,Westchester,Peekskill,6130570.82
2019,2020,Westchester,Pelham,1679331.43
2019,2020,Westchester,Pleasantville,1473140.35
2019,2020,Westchester,Pocantico Hills,33119.70
2019,2020,Westchester,Port Chester,5771595.80
2019,2020,Westchester,Rye,157710.09
2019,2020,Westchester,Rye Neck,262112.11
2019,2020,Westchester,Scarsdale,291552.91
2019,2020,Westchester,Somers,1774343.28
2019,2020,Westchester,Tarrytown,2397831.99
2019,2020,Westchester,Tuckahoe,346379.88
2019,2020,Westchester,Valhalla,298767.76
2019,2020,Westchester,White Plains,4317313.69
2019,2020,Westchester,Yonkers,42814885.46
2019,2020,Westchester,Yorktown,3312840.40
2019,2020,Wyoming,Attica,2206705.00
2019,2020,Wyoming,Letchworth,1778297.52
2019,2020,Wyoming,Perry,1460861.27
2019,2020,Wyoming,Warsaw,1539093.10
2019,2020,Wyoming,Wyoming,197556.57
2019,2020,Yates,Dundee,1116357.36
2019,2020,Yates,Penn Yan,1092517.89
2020,2021,Albany,ALBANY,17747190.53
2020,2021,Albany,BERNE KNOX,1096903.21
2020,2021,Albany,BETHLEHEM,5186835.12
2020,2021,Albany,RAVENA COEYMAN,2570468.80
2020,2021,Albany,COHOES,3373871.02
2020,2021,Albany,SOUTH COLONIE,4856767.02
2020,2021,Albany,MENANDS,274069.06
2020,2021,Albany,NORTH COLONIE,5653303.81
2020,2021,Albany,GREEN ISLAND,425269.68
2020,2021,Albany,GUILDERLAND,4878697.15
2020,2021,Albany,VOORHEESVILLE,1241896.05
2020,2021,Albany,WATERVLIET,2649032.51
2020,2021,Allegany,ALFRED ALMOND,1120411.97
2020,2021,Allegany,ANDOVER,623923.08
2020,2021,Allegany,GENESEE VALLEY,1154151.93
2020,2021,Allegany,BELFAST,759690.81
2020,2021,Allegany,CANASERAGA,434431.79
2020,2021,Allegany,FRIENDSHIP,835289.75
2020,2021,Allegany,FILLMORE,1387907.60
2020,2021,Allegany,WHITESVILLE,407455.03
2020,2021,Allegany,CUBA-RUSHFORD,1469877.97
2020,2021,Allegany,SCIO,746086.81
2020,2021,Allegany,WELLSVILLE,2463635.48
2020,2021,Allegany,BOLIVAR-RICHBG,1766090.30
2020,2021,Broome,CHENANGO FORKS,2718362.24
2020,2021,Broome,BINGHAMTON,9841614.08
2020,2021,Broome,HARPURSVILLE,1643971.77
2020,2021,Broome,SUSQUEHANNA VA,2581773.42
2020,2021,Broome,CHENANGO VALLE,2887428.87
2020,2021,Broome,MAINE ENDWELL,4475578.05
2020,2021,Broome,DEPOSIT,545314.68
2020,2021,Broome,WHITNEY POINT,3122986.47
2020,2021,Broome,UNION-ENDICOTT,6444015.06
2020,2021,Broome,JOHNSON CITY,4042425.32
2020,2021,Broome,VESTAL,4342699.41
2020,2021,Broome,WINDSOR,2780832.44
2020,2021,Cattaraugus,WEST VALLEY,417294.15
2020,2021,Cattaraugus,ALLEGANY-LIMES,2023679.24
2020,2021,Cattaraugus,ELLICOTTVILLE,168865.11
2020,2021,Cattaraugus,FRANKLINVILLE,1351917.77
2020,2021,Cattaraugus,HINSDALE,751001.84
2020,2021,Cattaraugus,CATTARAUGUS-LI,1868207.92
2020,2021,Cattaraugus,OLEAN,3650771.45
2020,2021,Cattaraugus,GOWANDA,2365536.15
2020,2021,Cattaraugus,PORTVILLE,1812966.59
2020,2021,Cattaraugus,RANDOLPH,1493849.26
2020,2021,Cattaraugus,SALAMANCA,2632262.96
2020,2021,Cattaraugus,YORKSHRE-PIONE,4716873.10
2020,2021,Cayuga,AUBURN,6847027.46
2020,2021,Cayuga,WEEDSPORT,1384714.82
2020,2021,Cayuga,CATO MERIDIAN,1714835.58
2020,2021,Cayuga,SOUTHERN CAYUG,837347.10
2020,2021,Cayuga,PORT BYRON,1675257.56
2020,2021,Cayuga,MORAVIA,1608686.99
2020,2021,Cayuga,UNION SPRINGS,1128493.54
2020,2021,Chautauqua,SOUTHWESTERN,2113054.67
2020,2021,Chautauqua,FREWSBURG,1485192.61
2020,2021,Chautauqua,CASSADAGA VALL,1786910.70
2020,2021,Chautauqua,CHAUTAUQUA,361107.90
2020,2021,Chautauqua,PINE VALLEY,1179789.19
2020,2021,Chautauqua,CLYMER,683214.74
2020,2021,Chautauqua,DUNKIRK,3975342.69
2020,2021,Chautauqua,BEMUS POINT,698657.69
2020,2021,Chautauqua,FALCONER,2035354.44
2020,2021,Chautauqua,SILVER CREEK,2019845.04
2020,2021,Chautauqua,FORESTVILLE,822332.68
2020,2021,Chautauqua,PANAMA,934966.36
2020,2021,Chautauqua,JAMESTOWN,9417039.35
2020,2021,Chautauqua,FREDONIA,2065197.56
2020,2021,Chautauqua,BROCTON,1222467.54
2020,2021,Chautauqua,RIPLEY,444213.65
2020,2021,Chautauqua,SHERMAN,777817.74
2020,2021,Chautauqua,WESTFIELD,1173857.94
2020,2021,Chemung,ELMIRA,12052631.60
2020,2021,Chemung,HORSEHEADS,5805317.72
2020,2021,Chemung,ELMIRA HEIGHTS,1914194.46
2020,2021,Chenango,AFTON,1116804.31
2020,2021,Chenango,BAINBRIDGE GUI,1436546.69
2020,2021,Chenango,GREENE,1972921.97
2020,2021,Chenango,UNADILLA,1663386.18
2020,2021,Chenango,NORWICH,3426308.95
2020,2021,Chenango,GRGETWN-SO OTS,620648.59
2020,2021,Chenango,OXFORD,1496951.74
2020,2021,Chenango,SHERBURNE EARL,2974904.06
2020,2021,Clinton,AUSABLE VALLEY,1813699.25
2020,2021,Clinton,BEEKMANTOWN,2790812.56
2020,2021,Clinton,NORTHEASTERN,2440701.16
2020,2021,Clinton,CHAZY,762643.69
2020,2021,Clinton,NORTHRN ADIRON,1627222.55
2020,2021,Clinton,PERU,3372613.52
2020,2021,Clinton,PLATTSBURGH,2940461.41
2020,2021,Clinton,SARANAC,2488272.35
2020,2021,Columbia,BERKSHIRE UFSD,0.00
2020,2021,Columbia,COPAKE-TACONIC,461309.79
2020,2021,Columbia,GERMANTOWN,360038.01
2020,2021,Columbia,CHATHAM,568051.27
2020,2021,Columbia,HUDSON,2466950.38
2020,2021,Columbia,KINDERHOOK,2328229.53
2020,2021,Columbia,NEW LEBANON,125145.96
2020,2021,Cortland,CINCINNATUS,1225532.01
2020,2021,Cortland,CORTLAND,4057453.53
2020,2021,Cortland,MCGRAW,1163891.03
2020,2021,Cortland,HOMER,3343437.12
2020,2021,Cortland,MARATHON,1498296.72
2020,2021,Delaware,ANDES,31526.87
2020,2021,Delaware,DOWNSVILLE,58724.21
2020,2021,Delaware,CHARLOTTE VALL,621658.64
2020,2021,Delaware,DELHI,1025604.65
2020,2021,Delaware,FRANKLIN,442482.79
2020,2021,Delaware,HANCOCK,480852.90
2020,2021,Delaware,MARGARETVILLE,113538.97
2020,2021,Delaware,ROXBURY,120882.88
2020,2021,Delaware,SIDNEY,2144994.31
2020,2021,Delaware,STAMFORD,487268.25
2020,2021,Delaware,S. KORTRIGHT,468328.54
2020,2021,Delaware,WALTON,1542472.62
2020,2021,Dutchess,BEACON,4034903.53
2020,2021,Dutchess,DOVER,1928876.84
2020,2021,Dutchess,HYDE PARK,4577995.06
2020,2021,Dutchess,NORTHEAST,244534.89
2020,2021,Dutchess,PAWLING,952840.66
2020,2021,Dutchess,PINE PLAINS,267887.37
2020,2021,Dutchess,POUGHKEEPSIE,8342964.93
2020,2021,Dutchess,ARLINGTON,10997535.83
2020,2021,Dutchess,SPACKENKILL,1975588.51
2020,2021,Dutchess,RED HOOK,2178674.77
2020,2021,Dutchess,RHINEBECK,136344.24
2020,2021,Dutchess,WAPPINGERS,11748163.81
2020,2021,Dutchess,MILLBROOK,137257.35
2020,2021,Erie,ALDEN,2220584.58
2020,2021,Erie,AMHERST,3628161.02
2020,2021,Erie,WILLIAMSVILLE,10588685.56
2020,2021,Erie,SWEET HOME,3524417.54
2020,2021,Erie,EAST AURORA,1931228.26
2020,2021,Erie,BUFFALO,94058212.17
2020,2021,Erie,CHEEKTOWAGA,2985576.66
2020,2021,Erie,MARYVALE,3220933.84
2020,2021,Erie,CLEVELAND HILL,2285488.75
2020,2021,Erie,DEPEW,3135372.42
2020,2021,Erie,SLOAN,2363677.86
2020,2021,Erie,CLARENCE,4970494.22
2020,2021,Erie,SPRINGVILLE-GR,2510238.06
2020,2021,Erie,EDEN,1995514.11
2020,2021,Erie,IROQUOIS,2416623.00
2020,2021,Erie,EVANS-BRANT,4083706.51
2020,2021,Erie,GRAND ISLAND,3849168.17
2020,2021,Erie,HAMBURG,4838260.88
2020,2021,Erie,FRONTIER,6752619.61
2020,2021,Erie,HOLLAND,1325166.35
2020,2021,Erie,LACKAWANNA,5355620.47
2020,2021,Erie,LANCASTER,7895280.51
2020,2021,Erie,AKRON,2315998.49
2020,2021,Erie,NORTH COLLINS,1031590.31
2020,2021,Erie,ORCHARD PARK,5498099.65
2020,2021,Erie,TONAWANDA,3009147.87
2020,2021,Erie,KENMORE,10174755.13
2020,2021,Erie,WEST SENECA,9066821.06
2020,2021,Essex,CROWN POINT,533301.35
2020,2021,Essex,KEENE,28642.35
2020,2021,Essex,MINERVA,57111.17
2020,2021,Essex,MORIAH,1564227.60
2020,2021,Essex,NEWCOMB,22089.04
2020,2021,Essex,LAKE PLACID,83739.07
2020,2021,Essex,SCHROON LAKE,41461.69
2020,2021,Essex,TICONDEROGA,451840.53
2020,2021,Essex,WILLSBORO,97670.87
2020,2021,Essex,BOQUET VALLEY,469055.90
2020,2021,Franklin,TUPPER LAKE,963313.21
2020,2021,Franklin,CHATEAUGAY,911990.54
2020,2021,Franklin,SALMON RIVER,3344110.90
2020,2021,Franklin,SARANAC LAKE,331493.31
2020,2021,Franklin,MALONE,4333195.90
2020,2021,Franklin,BRUSHTON MOIRA,1698730.14
2020,2021,Franklin,Saint Regis Falls,497121.33
2020,2021,Fulton,WHEELERVILLE,71497.34
2020,2021,Fulton,GLOVERSVILLE,5756196.36
2020,2021,Fulton,JOHNSTOWN,3036221.75
2020,2021,Fulton,MAYFIELD,1458830.85
2020,2021,Fulton,NORTHVILLE,279795.68
2020,2021,Fulton,Broadalbin Perth,2517883.58
2020,2021,Genesee,ALEXANDER,1472720.09
2020,2021,Genesee,BATAVIA,3786221.72
2020,2021,Genesee,BYRON BERGEN,1578280.09
2020,2021,Genesee,ELBA,654578.58
2020,2021,Genesee,LE ROY,2046613.02
2020,2021,Genesee,Oakfield Alabama,1591982.59
2020,2021,Genesee,PAVILION,1171788.23
2020,2021,Genesee,PEMBROKE,1659451.17
2020,2021,Greene,CAIRO-DURHAM,1835450.66
2020,2021,Greene,CATSKILL,1978728.65
2020,2021,Greene,Coxsackie Athens,1574765.26
2020,2021,Greene,GREENVILLE,1613460.28
2020,2021,Greene,Hunter Tannersville,93805.75
2020,2021,Greene,Windham Ashland,59158.88
2020,2021,Hamilton,PISECO,0.00
2020,2021,Hamilton,INDIAN LAKE,33459.22
2020,2021,Hamilton,INLET,0.00
2020,2021,Hamilton,LAKE PLEASANT,25887.53
2020,2021,Hamilton,LONG LAKE,22260.98
2020,2021,Hamilton,WELLS,50387.19
2020,2021,Herkimer,West Canada Valley,1323598.81
2020,2021,Herkimer,Frankfort-Schuyler,1572632.59
2020,2021,Herkimer,HERKIMER,2011378.98
2020,2021,Herkimer,LITTLE FALLS,2045418.11
2020,2021,Herkimer,DOLGEVILLE,1526697.47
2020,2021,Herkimer,POLAND,688089.05
2020,2021,Herkimer,Van Hornesville,318551.22
2020,2021,Herkimer,TOWN OF WEBB,41440.52
2020,2021,Herkimer,Bridgewater,2324014.89
2020,2021,Herkimer,CENTRAL VALLEY,4786118.81
2020,2021,Jefferson,South Jefferson,3504962.80
2020,2021,Jefferson,ALEXANDRIA,420743.17
2020,2021,Jefferson,INDIAN RIVER,7725683.41
2020,2021,Jefferson,GENERAL BROWN,2153336.96
2020,2021,Jefferson,Thousand Islands,699403.29
2020,2021,Jefferson,Belleville Henderson,465462.91
2020,2021,Jefferson,SACKETS HARBOR,495580.22
2020,2021,Jefferson,LYME,290268.99
2020,2021,Jefferson,LA FARGEVILLE,678205.91
2020,2021,Jefferson,WATERTOWN,7051786.15
2020,2021,Jefferson,CARTHAGE,6170416.78
2020,2021,Lewis,COPENHAGEN,891489.78
2020,2021,Lewis,HARRISVILLE,691304.20
2020,2021,Lewis,LOWVILLE,2340379.38
2020,2021,Lewis,SOUTH LEWIS,1770805.65
2020,2021,Lewis,BEAVER RIVER,1420699.92
2020,2021,Livingston,AVON,1556448.85
2020,2021,Livingston,Caledonia Mumford,1333960.79
2020,2021,Livingston,GENESEO,1117427.56
2020,2021,Livingston,LIVONIA,2082772.36
2020,2021,Livingston,MOUNT MORRIS,1250655.26
2020,2021,Livingston,DANSVILLE,2635611.51
2020,2021,Livingston,DALTON-NUNDA,1254790.89
2020,2021,Livingston,YORK,1336969.48
2020,2021,Madison,BROOKFIELD,474070.55
2020,2021,Madison,CAZENOVIA,1615798.51
2020,2021,Madison,DE RUYTER,653256.52
2020,2021,Madison,Morrisville,1229916.16
2020,2021,Madison,HAMILTON,713292.67
2020,2021,Madison,CANASTOTA,2339809.95
2020,2021,Madison,MADISON,825875.30
2020,2021,Madison,Oneida,3641392.62
2020,2021,Madison,Stockbridge,877496.06
2020,2021,Madison,CHITTENANGO,3177579.76
2020,2021,Monroe,BRIGHTON,4631016.43
2020,2021,Monroe,GATES CHILI,6135216.28
2020,2021,Monroe,GREECE,17387010.05
2020,2021,Monroe,East Irondequoit,4663328.77
2020,2021,Monroe,West Irondequoit,5497090.23
2020,2021,Monroe,HONEOYE FALLS,3036218.56
2020,2021,Monroe,SPENCERPORT,6112574.05
2020,2021,Monroe,HILTON,6854313.14
2020,2021,Monroe,PENFIELD,5870765.47
2020,2021,Monroe,FAIRPORT,7954517.23
2020,2021,Monroe,EAST ROCHESTER,1571719.72
2020,2021,Monroe,PITTSFORD,6080026.79
2020,2021,Monroe,Churchville Chili,6440099.02
2020,2021,Monroe,ROCHESTER,76140542.11
2020,2021,Monroe,RUSH HENRIETTA,6366327.47
2020,2021,Monroe,BROCKPORT,5804479.53
2020,2021,Monroe,WEBSTER,10372053.67
2020,2021,Monroe,Wheatland Chili,956260.31
2020,2021,Montgomery,AMSTERDAM,7057634.88
2020,2021,Montgomery,CANAJOHARIE,1599083.59
2020,2021,Montgomery,Fonda Fultonville,2192943.06
2020,2021,Montgomery,FORT PLAIN,1679814.24
2020,2021,Montgomery,Oppenheim Saint Johnsville,1506908.94
2020,2021,Nassau,GLEN COVE,2184340.05
2020,2021,Nassau,HEMPSTEAD,17961037.11
2020,2021,Nassau,UNIONDALE,9818129.68
2020,2021,Nassau,EAST MEADOW,8042370.63
2020,2021,Nassau,NORTH BELLMORE,2540446.82
2020,2021,Nassau,LEVITTOWN,9384308.75
2020,2021,Nassau,SEAFORD,2366208.51
2020,2021,Nassau,BELLMORE,794804.95
2020,2021,Nassau,ROOSEVELT,7700078.91
2020,2021,Nassau,FREEPORT,11681641.37
2020,2021,Nassau,BALDWIN,5781499.34
2020,2021,Nassau,OCEANSIDE,3797888.08
2020,2021,Nassau,MALVERNE,1984713.37
2020,2021,Nassau,V STR THIRTEEN,2449134.97
2020,2021,Nassau,HEWLETT WOODME,0.00
2020,2021,Nassau,LAWRENCE,510119.70
2020,2021,Nassau,ELMONT,4480406.62
2020,2021,Nassau,FRANKLIN SQUAR,0.00
2020,2021,Nassau,GARDEN CITY,225035.91
2020,2021,Nassau,EAST ROCKAWAY,999338.40
2020,2021,Nassau,LYNBROOK,2472900.98
2020,2021,Nassau,ROCKVILLE CENT,0.00
2020,2021,Nassau,FLORAL PARK,1131927.36
2020,2021,Nassau,WANTAGH,3007083.51
2020,2021,Nassau,V STR TWENTY-F,1262478.36
2020,2021,Nassau,MERRICK,1232771.38
2020,2021,Nassau,ISLAND TREES,2592768.79
2020,2021,Nassau,WEST HEMPSTEAD,1619502.19
2020,2021,Nassau,NORTH MERRICK,1406277.41
2020,2021,Nassau,VALLEY STR UF,1801670.68
2020,2021,Nassau,ISLAND PARK,88348.19
2020,2021,Nassau,VALLEY STR CHS,5419235.57
2020,2021,Nassau,SEWANHAKA,8372153.13
2020,2021,Nassau,Bellmore Merrick,5581007.63
2020,2021,Nassau,LONG BEACH,1161696.30
2020,2021,Nassau,WESTBURY,7939193.44
2020,2021,Nassau,EAST WILLISTON,399792.64
2020,2021,Nassau,ROSLYN,499064.99
2020,2021,Nassau,PORT WASHINGTO,0.00
2020,2021,Nassau,NEW HYDE PARK,1284445.53
2020,2021,Nassau,MANHASSET,149477.47
2020,2021,Nassau,GREAT NECK,359401.88
2020,2021,Nassau,HERRICKS,2695756.36
2020,2021,Nassau,MINEOLA,524804.61
2020,2021,Nassau,CARLE PLACE,218313.51
2020,2021,Nassau,NORTH SHORE,156124.00
2020,2021,Nassau,SYOSSET,2328109.44
2020,2021,Nassau,LOCUST VALLEY,133740.94
2020,2021,Nassau,PLAINVIEW,3668981.51
2020,2021,Nassau,OYSTER BAY,110132.97
2020,2021,Nassau,JERICHO,187760.23
2020,2021,Nassau,HICKSVILLE,2813134.65
2020,2021,Nassau,PLAINEDGE,3175483.71
2020,2021,Nassau,BETHPAGE,2393173.37
2020,2021,Nassau,FARMINGDALE,5147305.00
2020,2021,Nassau,MASSAPEQUA,4732009.60
2020,2021,New York City,NEW YORK CITY,1331975933.60
2020,2021,Niagara,LEWISTON PORTE,2508378.97
2020,2021,Niagara,LOCKPORT,8304172.85
2020,2021,Niagara,NEWFANE,2652850.47
2020,2021,Niagara,NIAGARA WHEATF,5451752.77
2020,2021,Niagara,NIAGARA FALLS,14809737.00
2020,2021,Niagara,N. TONAWANDA,6296425.52
2020,2021,Niagara,STARPOINT,4004452.65
2020,2021,Niagara,ROYALTON HARTL,2105580.28
2020,2021,Niagara,BARKER,1248159.25
2020,2021,Niagara,WILSON,1876843.29
2020,2021,Oneida,ADIRONDACK,1956603.17
2020,2021,Oneida,CAMDEN,4160150.07
2020,2021,Oneida,CLINTON,1881773.04
2020,2021,Oneida,NEW HARTFORD,3330339.66
2020,2021,Oneida,NEW YORK MILLS,712926.50
2020,2021,Oneida,SAUQUOIT VALLE,1904736.78
2020,2021,Oneida,REMSEN,696870.88
2020,2021,Oneida,ROME,10482194.44
2020,2021,Oneida,WATERVILLE,1476061.56
2020,2021,Oneida,SHERRILL,3076424.28
2020,2021,Oneida,HOLLAND PATENT,2344573.68
2020,2021,Oneida,UTICA,21930461.59
2020,2021,Oneida,WESTMORELAND,1536718.49
2020,2021,Oneida,ORISKANY,945113.76
2020,2021,Oneida,WHITESBORO,5265658.63
2020,2021,Onondaga,WEST GENESEE,6989006.12
2020,2021,Onondaga,NORTH SYRACUSE,13147841.15
2020,2021,Onondaga,E SYRACUSE-MIN,4723122.21
2020,2021,Onondaga,JAMESVILLE-DEW,3373500.83
2020,2021,Onondaga,JORDAN ELBRIDG,2142826.72
2020,2021,Onondaga,FABIUS-POMPEY,1075185.04
2020,2021,Onondaga,WESTHILL,2702967.41
2020,2021,Onondaga,SOLVAY,2400282.44
2020,2021,Onondaga,LA FAYETTE,1489255.47
2020,2021,Onondaga,BALDWINSVILLE,8738540.12
2020,2021,Onondaga,FAYETTEVILLE,5183519.97
2020,2021,Onondaga,MARCELLUS,2404904.83
2020,2021,Onondaga,ONONDAGA,1448358.32
2020,2021,Onondaga,LIVERPOOL,11117966.79
2020,2021,Onondaga,LYNCOURT,644819.57
2020,2021,Onondaga,SKANEATELES,654554.80
2020,2021,Onondaga,SYRACUSE,47443951.69
2020,2021,Onondaga,TULLY,1341726.13
2020,2021,Ontario,CANANDAIGUA,4432171.06
2020,2021,Ontario,EAST BLOOMFIEL,1445774.92
2020,2021,Ontario,GENEVA,4002359.75
2020,2021,Ontario,GORHAM-MIDDLES,1590502.77
2020,2021,Ontario,MANCHSTR-SHRTS,1429930.38
2020,2021,Ontario,NAPLES,741688.54
2020,2021,Ontario,PHELPS-CLIFTON,2943815.74
2020,2021,Ontario,HONEOYE,657581.63
2020,2021,Ontario,VICTOR,5427739.93
2020,2021,Orange,WASHINGTONVILL,5856316.42
2020,2021,Orange,CHESTER,1437030.80
2020,2021,Orange,CORNWALL,4187119.31
2020,2021,Orange,PINE BUSH,8716050.04
2020,2021,Orange,GOSHEN,3612882.76
2020,2021,Orange,HIGHLAND FALLS,1666536.44
2020,2021,Orange,MIDDLETOWN,14507192.95
2020,2021,Orange,MINISINK VALLE,6074208.38
2020,2021,Orange,MONROE WOODBUR,8803854.74
2020,2021,Orange,KIRYAS JOEL,189705.00
2020,2021,Orange,VALLEY-MONTGMR,6334308.38
2020,2021,Orange,NEWBURGH,21364839.33
2020,2021,Orange,PORT JERVIS,5505503.74
2020,2021,Orange,TUXEDO,29701.60
2020,2021,Orange,WARWICK VALLEY,4355452.07
2020,2021,Orange,GREENWOOD LAKE,703624.27
2020,2021,Orange,FLORIDA,1007466.80
2020,2021,Orleans,ALBION,3521807.32
2020,2021,Orleans,KENDALL,1392750.76
2020,2021,Orleans,HOLLEY,1967875.69
2020,2021,Orleans,MEDINA,3017114.13
2020,2021,Orleans,LYNDONVILLE,1157759.38
2020,2021,Oswego,ALTMAR PARISH,2605101.42
2020,2021,Oswego,FULTON,6926555.14
2020,2021,Oswego,HANNIBAL,2912444.13
2020,2021,Oswego,CENTRAL SQUARE,6398634.63
2020,2021,Oswego,MEXICO,3654676.99
2020,2021,Oswego,OSWEGO,5924902.61
2020,2021,Oswego,PULASKI,1937764.47
2020,2021,Oswego,SANDY CREEK,1433043.28
2020,2021,Oswego,PHOENIX,3289652.35
2020,2021,Otsego,GLBTSVLLE-MT U,730232.93
2020,2021,Otsego,EDMESTON,700692.09
2020,2021,Otsego,LAURENS,658823.44
2020,2021,Otsego,SCHENEVUS,651039.67
2020,2021,Otsego,MILFORD,527339.65
2020,2021,Otsego,MORRIS,698487.63
2020,2021,Otsego,ONEONTA,2444803.43
2020,2021,Otsego,OTEGO-UNADILLA,1603021.10
2020,2021,Otsego,COOPERSTOWN,554973.04
2020,2021,Otsego,RICHFIELD SPRI,704058.27
2020,2021,Otsego,CHERRY VLY-SPR,641670.35
2020,2021,Otsego,WORCESTER,703835.68
2020,2021,Putnam,MAHOPAC,4484451.85
2020,2021,Putnam,CARMEL,4651737.71
2020,2021,Putnam,HALDANE,260381.95
2020,2021,Putnam,GARRISON,33624.69
2020,2021,Putnam,PUTNAM VALLEY,1852984.36
2020,2021,Putnam,BREWSTER,2789390.61
2020,2021,Rensselaer,BERLIN,1030091.48
2020,2021,Rensselaer,BRUNSWICK CENT,1651812.64
2020,2021,Rensselaer,EAST GREENBUSH,5063104.95
2020,2021,Rensselaer,HOOSICK FALLS,1842574.12
2020,2021,Rensselaer,LANSINGBURGH,4731658.28
2020,2021,Rensselaer,NO GREENBUSH C,2610.00
2020,2021,Rensselaer,WYNANTSKILL,543925.80
2020,2021,Rensselaer,RENSSELAER,2100689.23
2020,2021,Rensselaer,AVERILL PARK,4091279.13
2020,2021,Rensselaer,HOOSIC VALLEY,1563320.94
2020,2021,Rensselaer,SCHODACK,1362176.97
2020,2021,Rensselaer,TROY,8897360.02
2020,2021,Rockland,CLARKSTOWN,6815863.53
2020,2021,Rockland,NANUET,2035238.33
2020,2021,Rockland,HAVERSTRAW-ST,11752017.97
2020,2021,Rockland,S. ORANGETOWN,1532234.69
2020,2021,Rockland,NYACK,2571154.07
2020,2021,Rockland,PEARL RIVER,1972756.28
2020,2021,Rockland,RAMAPO,3221615.50
2020,2021,Rockland,EAST RAMAPO,8413854.58
2020,2021,St. Lawrence,BRASHER FALLS,2142041.39
2020,2021,St. Lawrence,CANTON,2383264.79
2020,2021,St. Lawrence,CLIFTON FINE,334496.31
2020,2021,St. Lawrence,COLTON PIERREP,193959.47
2020,2021,St. Lawrence,GOUVERNEUR,3186652.43
2020,2021,St. Lawrence,HAMMOND,329090.53
2020,2021,St. Lawrence,HERMON DEKALB,772967.24
2020,2021,St. Lawrence,LISBON,1075978.12
2020,2021,St. Lawrence,MADRID WADDING,1276424.10
2020,2021,St. Lawrence,MASSENA,4930490.35
2020,2021,St. Lawrence,MORRISTOWN,512005.96
2020,2021,St. Lawrence,NORWOOD NORFOL,2004430.75
2020,2021,St. Lawrence,OGDENSBURG,3535174.06
2020,2021,St. Lawrence,HEUVELTON,1112870.93
2020,2021,St. Lawrence,PARISHVILLE,654538.39
2020,2021,St. Lawrence,POTSDAM,2274873.96
2020,2021,St. Lawrence,EDWARDS-KNOX,1165138.47
2020,2021,Saratoga,BURNT HILLS,4163325.39
2020,2021,Saratoga,SHENENDEHOWA,10637936.02
2020,2021,Saratoga,CORINTH,1573460.51
2020,2021,Saratoga,EDINBURG,33316.06
2020,2021,Saratoga,GALWAY,959525.93
2020,2021,Saratoga,MECHANICVILLE,1934948.71
